Output format is aligned.
     schemaname      |         table_name          |                      index_name                       | idx_scan | idx_tup_read | idx_tup_fetch | index_size 
     ($2 + floor(random() * $3))::INTEGER as quantity,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|       |          | 
     p.price as unit_price,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|       |          | 
     p.price * ($4 + floor(random() * $5))::INTEGER as subtotal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|       |          | 
 FROM requisition_list r                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|       |          | 
 CROSS JOIN LATERAL (                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +|       |          | 
     SELECT product_id, price                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|       |          | 
     FROM product_list                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|       |          | 
     WHERE company_id = r.company_id AND rn <= $6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           +|       |          | 
     ORDER BY random()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|       |          | 
     LIMIT $7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|       |          | 
 ) p                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |       |          | 
 DO $$                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|     1 |    58.56 |  58.56
 DECLARE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|       |          | 
   company_uuid constant uuid := 'cac090e5-0457-4093-a4fd-bd9a060b48f1';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|       |          | 
   admin_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           +|       |          | 
   supervisor_luis_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|       |          | 
   supervisor_diana_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|       |          | 
   buyer_carla_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     +|       |          | 
   tech_miguel_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     +|       |          | 
   analyst_erika_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   +|       |          | 
   project_qro_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     +|       |          | 
   project_bajio_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   +|       |          | 
   project_esg_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     +|       |          | 
   product_seguridad_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|       |          | 
   product_silla_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   +|       |          | 
   product_lampara_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|       |          | 
   product_detergente_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              +|       |          | 
   product_herramientas_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|       |          | 
   product_computadora_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|       |          | 
   requisition_5041_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|       |          | 
   requisition_5042_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|       |          | 
   requisition_5043_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|       |          | 
   requisition_5044_id uuid;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|       |          | 
   template_operativos_id uuid := gen_random_uuid();                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|       |          | 
   template_mantenimiento_id uuid := gen_random_uuid();                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     +|       |          | 
   items_json jsonb;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|       |          | 
   base_password constant text := 'Testing123!';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|       |          | 
   base_instance uuid := '00000000-0000-0000-0000-000000000000';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|       |          | 
   now_ts timestamptz := now();                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|       |          | 
   sofia_name constant text := 'Sofia Navarro';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|       |          | 
   luis_name constant text := 'Luis Herrera';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|       |          | 
   diana_name constant text := 'Diana Rojas';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|       |          | 
   carla_name constant text := 'Carla Martinez';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|       |          | 
   miguel_name constant text := 'Miguel Santos';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|       |          | 
   erika_name constant text := 'Erika Campos';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              +|       |          | 
 BEGIN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|       |          | 
   IF EXISTS (SELECT 1 FROM auth.users WHERE email = 'sofia.navarro@growpals.test') THEN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|       |          | 
     RAISE NOTICE 'Test dataset already inserted, skipping.';                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|       |          | 
     RETURN;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +|       |          | 
   END IF;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|       |          | 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|       |          | 
   INSERT INTO auth.users (                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|       |          | 
     id, instance_id, aud, role, email, encrypted_password,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|       |          | 
     email_confirmed_at, confirmation_sent_at, invited_at, last_sign_in_at,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +|       |          | 
     raw_app_meta_data, raw_user_meta_data, created_at, updated_at,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         +|       |          | 
     phone, is_super_admin, is_sso_user, is_anonymous                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +|       |          | 
   )                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|       |          | 
